2026-02-22 22:31:29,ping,google.com,14,Success
2026-02-22 22:32:44,nslookup,github.com,Not found,Failed
2026-02-22 22:36:24,nslookup,github.com,Not found,Failed
2026-02-22 22:38:04,ping,google.com,15,Success
2026-02-22 22:38:18,nslookup,github.com,Not found,Failed
